sentence,label,prompt,logprob_negative,logprob_positive,pred_label,correct
manages to be sweet and wickedly satisfying at the same time . ,1,"Review: manages to be sweet and wickedly satisfying at the same time . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.7203712,-4.5805626,1,True
leigh 's film is full of memorable performances from top to bottom . ,1,"Review: leigh 's film is full of memorable performances from top to bottom . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.544992,-5.034414,1,True
"it 's also , clearly , great fun . ",1,"Review: it 's also , clearly , great fun . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.552247,-4.112832,1,True
rarely has leukemia looked so shimmering and benign . ,0,"Review: rarely has leukemia looked so shimmering and benign . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.1995926,-4.6376877,1,False
it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ,1,"Review: it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.8599467,-3.4955707,1,True
"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ",0,"Review: determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.8936825,-4.3238506,1,False
if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ,1,"Review: if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.50807,-3.1558208,1,True
"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . ",1,"Review: bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.268583,-4.0177665,1,True
"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ",0,"Review: delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.9008334,-3.6755908,1,False
"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ",0,"Review: does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7938514,-3.7787757,1,False
it made me want to wrench my eyes out of my head and toss them at the screen . ,0,"Review: it made me want to wrench my eyes out of my head and toss them at the screen . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5350146,-3.397357,1,False
the film 's performances are thrilling . ,1,"Review: the film 's performances are thrilling . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.3477335,-3.9811792,1,True
"unfortunately , it 's not silly fun unless you enjoy really bad movies . ",0,"Review: unfortunately , it 's not silly fun unless you enjoy really bad movies . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.3781872,-3.299635,1,False
it 's a bad thing when a movie has about as much substance as its end credits blooper reel . ,0,"Review: it 's a bad thing when a movie has about as much substance as its end credits blooper reel . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5537589,-3.4740775,1,False
"i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand . ",0,"Review: i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.9379487,-4.7307,1,False
"the lower your expectations , the more you 'll enjoy it . ",0,"Review: the lower your expectations , the more you 'll enjoy it . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.448444,-3.9658885,1,False
"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",0,"Review: though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0641613,-3.6301632,1,False
"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ",1,"Review: a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.537489,-5.2488613,1,True
"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",1,"Review: pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.500712,-5.1394143,1,True
` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' ,1,"Review: ` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' 
Question: Is the sentiment of this review positive or negative?
Answer:",-8.831912,-8.789569,1,True
"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment . ",0,"Review: a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.8491583,-5.009635,0,True
"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? ",0,"Review: its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.9118447,-4.615519,1,False
"try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ",0,"Review: try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5403957,-3.1742458,1,False
the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . ,1,"Review: the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.375904,-5.100895,1,True
"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ",1,"Review: a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.9383354,-4.531681,1,True
"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . ",1,"Review: morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.267634,-5.108713,1,True
"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . ",1,"Review: instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.393043,-3.96553,1,True
my thoughts were focused on the characters . ,1,"Review: my thoughts were focused on the characters . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.4887056,-4.273877,1,True
"so , too , is this comedy about mild culture clashing in today 's new delhi . ",1,"Review: so , too , is this comedy about mild culture clashing in today 's new delhi . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.9406197,-3.4824057,1,True
"for starters , the story is just too slim . ",0,"Review: for starters , the story is just too slim . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0648694,-4.0016675,1,False
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . ",1,"Review: this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.414745,-2.9126468,1,True
"at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . ",0,"Review: at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.512886,-4.2269287,1,False
"the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . ",1,"Review: the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.7679987,-4.5153666,1,True
"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat . ",1,"Review: inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.3368325,-4.0371385,1,True
"there ought to be a directing license , so that ed burns can have his revoked . ",0,"Review: there ought to be a directing license , so that ed burns can have his revoked . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7189777,-3.1505036,1,False
bad . ,0,"Review: bad . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.3844779,-3.554182,0,True
"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ",1,"Review: that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.093015,-4.3797812,1,True
falls neatly into the category of good stupid fun . ,1,"Review: falls neatly into the category of good stupid fun . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.976126,-6.016196,0,False
"an artful , intelligent film that stays within the confines of a well-established genre . ",1,"Review: an artful , intelligent film that stays within the confines of a well-established genre . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.800342,-5.298198,1,True
"smart , provocative and blisteringly funny . ",1,"Review: smart , provocative and blisteringly funny . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.897955,-4.2931957,1,True
"and the lesson , in the end , is nothing new . ",0,"Review: and the lesson , in the end , is nothing new . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.9799857,-6.4833426,1,False
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . ",0,"Review: this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.1987607,-3.098419,1,False
"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . ",1,"Review: not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7098403,-3.5289016,1,True
to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . ,0,"Review: to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.4149265,-4.1607304,1,False
"the entire movie is about a boring , sad man being boring and sad . ",0,"Review: the entire movie is about a boring , sad man being boring and sad . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.6498456,-3.5257306,1,False
"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ",0,"Review: this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . 
Question: Is the sentiment of this review positive or negative?
Answer:",-2.83143,-2.5947967,1,False
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ",0,"Review: perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.596758,-4.2740955,1,False
"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",1,"Review: the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.630969,-4.2061644,1,True
the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,1,"Review: the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.909829,-4.504449,1,True
"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",0,"Review: once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.2022667,-2.8829308,1,False
"all that 's missing is the spontaneity , originality and delight . ",0,"Review: all that 's missing is the spontaneity , originality and delight . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.106575,-3.6039355,1,False
"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ",1,"Review: what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.252733,-3.6252613,1,True
the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,1,"Review: the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.809793,-4.2301574,1,True
my reaction in a word : disappointment . ,0,"Review: my reaction in a word : disappointment . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.4031956,-3.4043515,0,True
"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ",1,"Review: a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.9922895,-4.8380003,1,True
"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . ",1,"Review: corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.569414,-5.0932026,1,True
"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ",1,"Review: nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.1795049,-3.2280734,0,False
"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ",1,"Review: far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.329689,-5.2026367,1,True
"of course , by more objective measurements it 's still quite bad . ",0,"Review: of course , by more objective measurements it 's still quite bad . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.5149784,-4.172739,1,False
"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ",1,"Review: as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.9062023,-3.3278866,1,True
it provides an honest look at a community striving to anchor itself in new grounds . ,1,"Review: it provides an honest look at a community striving to anchor itself in new grounds . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.074016,-4.2913775,1,True
this movie seems to have been written using mad-libs . ,0,"Review: this movie seems to have been written using mad-libs . 
Question: Is the sentiment of this review positive or negative?
Answer:",-2.966415,-2.941505,1,False
reign of fire looks as if it was made without much thought -- and is best watched that way . ,1,"Review: reign of fire looks as if it was made without much thought -- and is best watched that way . 
Question: Is the sentiment of this review positive or negative?
Answer:",-7.3115606,-6.936942,1,True
"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",1,"Review: martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.863043,-6.220152,1,True
"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ",0,"Review: it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7856927,-3.585116,1,False
i 'd have to say the star and director are the big problems here . ,0,"Review: i 'd have to say the star and director are the big problems here . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.4469485,-4.410274,1,False
affleck and jackson are good sparring partners . ,1,"Review: affleck and jackson are good sparring partners . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.540453,-4.1250134,1,True
"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",1,"Review: whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.2046194,-3.6097174,1,True
not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ,1,"Review: not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0638547,-3.943028,1,True
a by-the-numbers effort that wo n't do much to enhance the franchise . ,0,"Review: a by-the-numbers effort that wo n't do much to enhance the franchise . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.7557554,-5.466098,1,False
"an occasionally funny , but overall limp , fish-out-of-water story . ",0,"Review: an occasionally funny , but overall limp , fish-out-of-water story . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.38468,-5.1950207,1,False
brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,1,"Review: brilliantly explores the conflict between following one 's heart and following the demands of tradition . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.6782885,-4.805135,1,True
"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ",1,"Review: despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.4738526,-4.1529145,1,True
it appears that something has been lost in the translation to the screen . ,0,"Review: it appears that something has been lost in the translation to the screen . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.535968,-4.2710066,1,False
it all feels like a monty python sketch gone horribly wrong . ,0,"Review: it all feels like a monty python sketch gone horribly wrong . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.223215,-3.3627188,0,True
the film tunes into a grief that could lead a man across centuries . ,1,"Review: the film tunes into a grief that could lead a man across centuries . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.016398,-3.541838,1,True
"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",1,"Review: dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.8229856,-4.5749235,1,True
it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,1,"Review: it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7614543,-3.6759365,1,True
it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . ,1,"Review: it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7839322,-3.8540769,0,False
"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ",0,"Review: stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.1757803,-4.067958,1,False
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",1,"Review: a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.365063,-4.917813,1,True
huston nails both the glad-handing and the choking sense of hollow despair . ,1,"Review: huston nails both the glad-handing and the choking sense of hollow despair . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.874794,-5.258953,1,True
one of the more intelligent children 's movies to hit theaters this year . ,1,"Review: one of the more intelligent children 's movies to hit theaters this year . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.8501353,-3.6005015,1,True
the film tries too hard to be funny and tries too hard to be hip . ,0,"Review: the film tries too hard to be funny and tries too hard to be hip . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.701601,-3.516878,1,False
blanchett 's performance confirms her power once again . ,1,"Review: blanchett 's performance confirms her power once again . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.6271973,-6.179096,1,True
"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ",0,"Review: if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.206845,-2.8412673,1,False
attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ,0,"Review: attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.5268145,-5.4522753,1,False
no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . ,0,"Review: no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . 
Question: Is the sentiment of this review positive or negative?
Answer:",-2.8150625,-2.471221,1,False
rarely has so much money delivered so little entertainment . ,0,"Review: rarely has so much money delivered so little entertainment . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.1149015,-4.040683,1,False
taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,0,"Review: taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.1732736,-5.0481553,1,False
`` the time machine '' is a movie that has no interest in itself . ,0,"Review: `` the time machine '' is a movie that has no interest in itself . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.7727404,-6.9167986,0,True
a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ,1,"Review: a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.005552,-3.6259818,1,True
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0,"Review: / but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.989633,-5.581441,1,False
"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . ",1,"Review: the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.701847,-4.556576,1,True
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0,"Review: it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5451035,-3.5565858,0,True
"chilling , well-acted , and finely directed : david jacobson 's dahmer . ",1,"Review: chilling , well-acted , and finely directed : david jacobson 's dahmer . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.2895489,-3.0423717,1,True
"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ",0,"Review: it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.003601,-3.5271757,1,False
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0,"Review: paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.084349,-4.1639924,0,True
"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",1,"Review: a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.491652,-4.8432527,1,True
"it 's played in the most straight-faced fashion , with little humor to lighten things up . ",0,"Review: it 's played in the most straight-faced fashion , with little humor to lighten things up . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.22484,-3.899614,1,False
a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,0,"Review: a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.138563,-4.3955135,0,True
"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0,"Review: with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.5607576,-4.131879,1,False
dense with characters and contains some thrilling moments . ,1,"Review: dense with characters and contains some thrilling moments . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.89361,-4.6721363,1,True
as unseemly as its title suggests . ,1,"Review: as unseemly as its title suggests . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.1992598,-3.9521203,1,True
it 's like watching a nightmare made flesh . ,0,"Review: it 's like watching a nightmare made flesh . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.454764,-3.4304643,1,False
"minority report is exactly what the title indicates , a report . ",1,"Review: minority report is exactly what the title indicates , a report . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.1157427,-5.756505,1,True
"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0,"Review: it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.700666,-3.572042,1,False
"an entertaining , colorful , action-filled crime story with an intimate heart . ",1,"Review: an entertaining , colorful , action-filled crime story with an intimate heart . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.263047,-5.556489,1,True
"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ",1,"Review: for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.7917376,-3.9157608,1,True
"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . ",1,"Review: it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.7576814,-4.519408,1,True
basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,0,"Review: basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.26606,-4.160362,1,False
... with `` the bourne identity '' we return to the more traditional action genre . ,1,"Review: ... with `` the bourne identity '' we return to the more traditional action genre . 
Question: Is the sentiment of this review positive or negative?
Answer:",-8.888052,-8.8661785,1,True
"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ",1,"Review: it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.6184976,-3.4873407,1,True
chokes on its own depiction of upper-crust decorum . ,0,"Review: chokes on its own depiction of upper-crust decorum . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.003397,-5.677713,1,False
"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",1,"Review: while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer 
Question: Is the sentiment of this review positive or negative?
Answer:",-2.8857048,-2.8065271,1,True
a rewarding work of art for only the most patient and challenge-hungry moviegoers . ,1,"Review: a rewarding work of art for only the most patient and challenge-hungry moviegoers . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.8329706,-5.424615,1,True
